Date,Heating (kWh),Cooling (kWh),Electricity (kWh),Nat Gas (kWh),Domestic Water (m3)
4/16/2021,9792.07,4078.97,10883.84,5416.43,7.48
4/17/2021,8308.55,3959.38,10120.19,5411.43,4.45
4/18/2021,15672.14,3682.96,10379.96,5436.26,4.8
4/19/2021,15795.22,3705.1,11048.53,5465,4.49
4/20/2021,12971.66,3791.13,11119.49,5535.99,6.94
4/21/2021,9628.27,3955.23,10860.35,5560.29,2.16
4/22/2021,17528.67,3701.84,11170.62,5352.06,7.84
4/23/2021,18557.35,3698.91,11133.71,5511.7,4.38
4/24/2021,16802.64,3605.18,10601.4,5513.97,0.75
4/25/2021,15733.26,3557.53,10402.47,5514.93,0.02
4/26/2021,11975.65,3321.71,10905.55,5444.09,7.92
4/27/2021,9870.22,3543.6,11227.18,5401.27,9.55
4/28/2021,9708.26,7193.46,11002.94,5421.01,10.16
4/29/2021,7131.25,7162.69,10866.6,5498.12,10
4/30/2021,5708.12,7152.73,10611.55,5618.95,9.96
5/1/2021,10590.91,3128.28,10380.31,5572.25,0.07
5/2/2021,12793.42,3308.67,10351.93,5503.29,0.1
5/3/2021,11050.03,3516.95,11096.64,5210.44,7
5/4/2021,10624.68,3598.27,11132.06,5344.69,10.55
5/5/2021,9664.26,3676.8,10895.19,5566.03,5.6
5/6/2021,7269.57,5862.76,10624.43,5625.13,6.27
5/7/2021,7505.78,3647.96,10447.93,5641.47,5.83
5/8/2021,13437.45,3571.29,10340.98,5519.78,6.61
5/9/2021,15021.48,3448.19,10245.26,5544.12,0.04
5/10/2021,10763.24,3667.33,10805.46,5544.82,1.05
5/11/2021,8612.25,3769.7,10896.32,5627.02,5.39
5/12/2021,7921.47,3721.84,10194.03,5600.41,13.7
5/13/2021,6568.67,4145.97,10490.11,5710.83,4.73
5/14/2021,6215.68,8611.88,10695.99,5641.18,1.75
5/15/2021,5342,7954.53,8793.49,5694.25,4.09
5/16/2021,3936.29,9180.98,8728.19,5706.89,5.19
5/17/2021,5484.31,9566.2,10335.65,5676.73,0.91
5/18/2021,7700.31,3727.42,10793.38,5607.84,4.62
5/19/2021,12192.84,3657.82,10964.33,5657.73,1.38
5/20/2021,15393.58,3492.4,10953.06,5592.88,5.75
5/21/2021,11979.68,3644.78,10796.42,5661.47,5.19
5/22/2021,9927.74,3640.96,10183.95,5655.49,4.06
5/23/2021,10959.74,3644.91,10288.38,5662.66,0.04
5/24/2021,10267.92,3651.32,10639.36,5638.04,5.29
5/25/2021,9044.52,3806.2,11130.75,5691.92,0.81
5/26/2021,7587.57,7527.44,11113.58,5652.25,1.7
5/27/2021,5190.69,8370.55,10691.55,5618.67,1.88
5/28/2021,7656.4,3670.74,10853.54,5614.72,4.96
5/29/2021,6028.93,7150.41,10262.27,5681.78,0.16
5/30/2021,3959.93,8293.84,10200.15,5730.54,0.09
5/31/2021,3190.81,9244.08,10702.28,5721.5,0.94
6/1/2021,2927.41,11224.9,10721.12,5710.75,6.24
6/2/2021,2126.52,12700.99,10542.42,5690.13,0.69
6/3/2021,721.28,12686.31,10509.03,5683.9,0.14
6/4/2021,1907.32,11429.22,10517.01,5650.17,1.18
6/5/2021,7665.88,3536.11,9983.24,5708.28,4.79
6/6/2021,8163.44,3712.72,10068.53,5884.48,0.24
6/7/2021,8640.78,4083.22,10861.96,5619.22,2.08
6/8/2021,7779.83,3986.84,10752.72,5667.38,0.42
6/9/2021,6864.2,4103.54,10896.89,5656.29,9.79
6/10/2021,6990.13,4100.4,10802.5,5704.49,2.3
6/11/2021,5729.3,7833.05,10694.34,5610.87,4.81
6/12/2021,5255.6,7826.83,9991.93,5617.64,0.06
6/13/2021,3638.46,10876.52,9753.88,5631.65,8.71
6/14/2021,1325.67,12822.56,10466.23,5560.62,4.91
6/15/2021,1015.8,9803.81,10582.97,5569.5,0.47
6/16/2021,6009.85,7696.42,10690.71,5635.55,5.27
6/17/2021,4525.47,8134.04,10439.19,5677.42,10.13
6/18/2021,3472.36,8938.96,10470.43,5674.51,0.7
6/19/2021,7322.61,3949.77,9981.11,5653.84,0.06
6/20/2021,4157.76,8681.88,9762.66,5731.67,0.02
6/21/2021,4053.51,10484.88,10607.26,5792.6,9.41
6/22/2021,2603.71,13064.39,10687.61,5832.12,6.06
6/23/2021,787.05,9218.63,10753.12,5957.9,6.25
6/24/2021,5609.04,7397.39,10929.94,6042.34,3.61
6/25/2021,3158.9,10935.58,10744.01,5899.35,8.54
6/26/2021,398.85,13330.43,10122.09,5963.99,0.02
6/27/2021,240.75,14318.37,10024.08,6037.92,0.01
6/28/2021,425.34,17235.89,10842.96,6164.32,1.47
6/29/2021,535.91,18962.31,10839.97,6008.96,7.04
6/30/2021,322.81,18817.91,10636.93,5905.31,0.72
7/1/2021,54.71,18523.67,10278.13,5830.07,0.72
7/2/2021,566.78,14045.66,10360.23,5867.34,0.02
7/3/2021,2231.92,10738.43,9979.49,5922.08,4.76
7/4/2021,3594.58,6384.05,9922.41,5958.14,0.01
7/5/2021,5342.03,6785.57,10813.21,5972.9,1.54
7/6/2021,4270.94,8886.42,10693.87,5943.9,1.26
7/7/2021,5128.18,10182.3,10677.34,5927.13,6.09
7/8/2021,3106.26,10810.9,10336.54,5836.51,0.72
7/9/2021,2684.97,11551.71,10470.59,5626.02,1.11
7/10/2021,2105.17,13455.09,9748.04,5759.34,0.01
7/11/2021,4038.34,8774.14,9609.53,5964.34,4.75
7/12/2021,3332.17,10595.31,10471.78,5976.56,0.89
7/13/2021,2579.35,11689.59,10575.42,6009.76,0.7
7/14/2021,2429.48,13193.14,10557.53,6039.82,0.92
7/15/2021,2278.37,12653.32,10468.08,6053.6,5.54
7/16/2021,2.31,11036.05,10314.1,6040.36,0.28
7/17/2021,4324.56,8734.91,9699.53,5989.2,0.08
7/18/2021,5755.85,7608.35,9560.97,6008.57,0.56
7/19/2021,4090.51,9138.77,10346.96,6001.54,10.4
7/20/2021,1502.07,7844.99,10522.25,5994.47,6.4
7/21/2021,993.3,9729.12,10482.3,6048.35,5.3
7/22/2021,6011.71,8283.89,10450.81,5998.46,6.42
7/23/2021,3378.19,10170.18,10546.21,5985.37,10.32
7/24/2021,3691.33,10454.14,9763.62,5938.35,0.52
7/25/2021,2994.99,9986.56,9592.54,5977.2,0.19
7/26/2021,3825.27,9825.52,10473.15,5975.47,6.82
7/27/2021,3279.03,9548.36,10636.86,5983.24,10.16
7/28/2021,2472.11,10968.97,10619.81,6012.01,7.91
7/29/2021,407.96,12162.79,10578.01,6013.61,5.01
7/30/2021,1901.48,12461.5,10487.76,6017.84,8.86
7/31/2021,1976.58,12477.49,9823.21,6051.14,4.73
8/1/2021,2081.52,14288.2,9657.37,6055.95,0.05
8/2/2021,1.29,12272.49,9965.57,5933.27,0.08
8/3/2021,0.42,12744.2,10600.56,5844.25,6.26
8/4/2021,2790.61,11559.08,10552.32,5824.65,10.12
8/5/2021,2831.39,12357.75,10523.92,5787.74,4.98
8/6/2021,719.63,10416.63,10439.63,5819.03,5.03
8/7/2021,1279.36,8976.81,9743.64,5849.9,0.09
8/8/2021,9091.36,6386.5,9788.87,5680.96,5.08
8/9/2021,3948.76,9733.85,10713.37,5682.5,5
8/10/2021,3280.05,8131.4,10634.8,5668.37,8.95
8/11/2021,1389.24,7894.27,10439.95,5668.74,5.66
8/12/2021,4057.08,9536.46,10346.24,5678.7,9.88
8/13/2021,5918.55,13047.69,10605.94,5686.8,5.1
8/14/2021,2374.5,13309.71,9859.93,5710.46,0.46
8/15/2021,2365.5,13216.78,9772.17,5718.63,4.22
8/16/2021,5424.13,8512.06,10587.21,5682.42,6.4
8/17/2021,10581.67,4419.44,11124.1,5632.63,0.69
8/18/2021,7392.84,4364.53,10745.76,5605.56,0.29
8/19/2021,7083.02,3908.81,10762.11,5516.92,0.85
8/20/2021,5805.78,4000.93,10590.75,5546.68,4.78
8/21/2021,6814.51,6126.9,10068.4,5519.9,0.22
8/22/2021,7068.4,4092.37,10011.65,5523.63,0.02
8/23/2021,7942.64,4124.34,10686.73,5525.92,0.63
8/24/2021,7366.81,4483.84,10534.56,5646.72,5.19
8/25/2021,6404.01,8970.31,10392.26,5590.02,0.02
8/26/2021,4689.36,8588.1,10376.36,5481.83,2.58
8/27/2021,6499.17,6724.64,10105.52,5536.08,1.26
8/28/2021,4660.39,7625.83,9643.51,5693.72,4.69
8/29/2021,4730.28,8510.07,9425.46,5736.26,0.01
8/30/2021,4647.95,8366.35,10060.87,5655.49,0.09
8/31/2021,7644.51,3860.17,10372.2,5592.89,4.12
9/1/2021,7395.02,3727.34,10851.02,5607.12,6.12
9/2/2021,6649.67,4275.85,10752.24,5668.37,0.99
9/3/2021,5156.8,9313.66,11049.5,5667.07,0.09
9/4/2021,4827.78,8644.44,10477.47,5699.34,4.55
9/5/2021,0.1,10174.93,10247.88,5754.12,9.16
9/6/2021,6571.31,8616.9,10340.11,5750.48,0.05
9/7/2021,5629.23,9157.25,11093.76,5943.89,7.47
9/8/2021,5863.31,7653.36,11095.51,5734.26,6.35
9/9/2021,5272.66,9594.63,10815.21,5594.7,14.68
9/10/2021,5524.37,6838.78,10751.8,5712.4,4.76
9/11/2021,7620.16,3503.77,10356.37,5704.87,4.76
9/12/2021,6660.41,3604.06,10255.89,5688.95,4.76
9/13/2021,7347.7,5795.11,10975.53,5673.42,4.67
9/14/2021,6210.48,4635,11272.16,5725.62,13.41
9/15/2021,8868.01,3856.88,11622.86,5649.63,6.22
9/16/2021,9433.91,4104.99,11123.42,5678.27,4.59
9/17/2021,9192.94,8196.48,11277.62,5704.31,7.97
9/18/2021,8417.59,6173.47,6714.07,5598.96,7.97
9/19/2021,7642.24,4150.47,9917.86,5493.6,7.97
9/20/2021,8975.87,7513.07,11267.21,5415.61,7.97
9/21/2021,4909.27,9215.75,11416.99,5432.55,7.97
9/22/2021,7523.11,7894.12,10970.96,5436.9,7.97
9/23/2021,8461.09,5664.86,11291.45,5375.92,7.97
9/24/2021,5704.23,10045.96,11149.7,5368.19,7.97
9/25/2021,6367.84,7461.27,9898.78,5510.47,5.22
9/26/2021,5327.55,9321.24,9933.68,5619.41,3.45
9/27/2021,5794.34,9140.53,10997.65,5605.34,6.55
9/28/2021,8060.03,3833.82,11253.03,5587.43,12.78
9/29/2021,9048.61,7064.98,11604.06,5607.75,14.66
9/30/2021,6312.82,8190.85,10518.37,5584.34,3.45
